"1";"5";"0.12"
"2";"5";"0.19"
"3";"5";"0.26"
"4";"5";"0.33"
"5";"5";"0.39"
"6";"5";"0.44"
"7";"5";"0.48"
"8";"5";"0.53"
"9";"5";"0.59"
"10";"5";"0.62"
"11";"5";"0.69"
"12";"5";"0.76"
"13";"5";"0.83"
"14";"5";"0.87"
"15";"5";"0.92"
"16";"5";"0.98"
"17";"5";"1.03"
"18";"5";"1.08"
"19";"5";"1.16"
"20";"5";"1.2"
"21";"5";"1.25"
"22";"5";"1.31"
"23";"5";"1.37"
"24";"5";"1.44"
"25";"5";"1.48"
"26";"5";"1.55"
"27";"5";"1.61"
"28";"5";"1.66"
"29";"5";"1.72"
"30";"5";"1.78"
"31";"5";"1.84"
"32";"5";"1.91"
"33";"5";"1.98"
"34";"5";"2.03"
"35";"5";"2.08"
"36";"5";"2.14"
"37";"5";"2.19"
"38";"5";"2.23"
"39";"5";"2.28"
"40";"5";"2.36"
"41";"5";"2.41"
"42";"5";"2.44"
"43";"5";"2.5"
"44";"5";"2.55"
"45";"5";"2.59"
"46";"5";"2.64"
"47";"5";"2.7"
"48";"5";"2.75"
"49";"5";"2.8"
"50";"5";"2.84"
"51";"5";"2.92"
"52";"5";"2.98"
"53";"5";"3.03"
"54";"5";"3.09"
"55";"5";"3.14"
"56";"5";"3.19"
"57";"5";"3.23"
"58";"5";"3.3"
"59";"5";"3.34"
"60";"5";"3.39"
"61";"5";"3.45"
"62";"5";"3.5"
"63";"5";"3.55"
"64";"5";"3.62"
"65";"5";"3.69"
"66";"5";"3.73"
"67";"5";"3.78"
"68";"5";"3.84"
"69";"5";"3.89"
"70";"5";"3.95"
"71";"5";"4"
"72";"5";"4.08"
"73";"5";"4.12"
"74";"5";"4.22"
"75";"5";"4.28"
"76";"5";"4.33"
"77";"5";"4.39"
"78";"5";"4.44"
"79";"5";"4.48"
"80";"5";"4.53"
"81";"5";"4.58"
"82";"5";"4.64"
"83";"5";"4.73"
"84";"5";"4.78"
"85";"5";"4.84"
"86";"5";"4.91"
"87";"5";"4.94"
"88";"5";"4.98"
"89";"5";"5.03"
"90";"5";"5.09"
"91";"5";"5.14"
"92";"5";"5.19"
"93";"5";"5.25"
"94";"5";"5.3"
"95";"5";"5.34"
"96";"5";"5.41"
"97";"5";"5.47"
"98";"5";"5.51"
"99";"5";"5.58"
"100";"5";"5.66"
